1000.0,1000.0,0,0,-1
30,21,47,25,0
43,24,47,34,0
43,33,47,44,0
43,40,62,44,0
60,40,74,44,0
49,43,67,55,0
49,39,67,40,2
67,44,68,45,2
67,39,68,40,2
48,39,49,40,2
48,44,49,45,2
49,53,67,59,0
48,44,49,45,1
48,39,49,40,1
48,45,50,58,1
49,44,50,45,1
49,58,50,59,1
49,44,50,45,2
1000.0,1000.0,0,0,-1
30,21,47,25,0
43,24,47,34,0
43,33,47,44,0
43,40,62,44,0
60,40,74,44,0
49,43,67,55,0
49,39,67,40,2
67,44,68,45,2
67,39,68,40,2
48,39,49,40,2
48,44,49,45,2
49,53,67,59,0
48,44,49,45,1
48,39,49,40,1
48,45,50,58,1
49,44,50,45,1
49,58,50,59,1
49,44,50,45,2
50,59,67,60,3
49,32,68,41,2
48,40,69,42,0
50,33,67,43,0
71,40,74,45,1
69,31,71,40,0
1000.0,1000.0,0,0,-1
49,44,50,45,1
67,44,68,45,1
49,45,50,52,2
67,45,67,52,2
67,45,68,52,2
70,41,0,0,6
70,41,71,42,6
70,43,0,0,6
70,43,71,44,6
69,27,70,33,0
70,28,71,29,0
70,29,71,30,0
70,30,71,31,0
70,27,71,28,0
70,27,78,30,0
76,27,80,51,0
76,50,80,75,0
1000.0,1000.0,0,0,-1
49,44,50,45,1
67,44,68,45,1
49,45,50,52,2
67,45,67,52,2
67,45,68,52,2
70,41,0,0,6
70,41,71,42,6
70,43,0,0,6
70,43,71,44,6
69,27,70,33,0
70,28,71,29,0
70,29,71,30,0
70,30,71,31,0
70,27,71,28,0
70,27,78,30,0
76,27,80,51,0
76,50,80,75,0
77,71,102,74,0
76,74,80,80,0
75,66,81,81,3
76,65,80,80,0
78,71,85,74,0
1000.0,1000.0,0,0,-1
49,44,50,45,1
67,44,68,45,1
49,45,50,52,2
67,45,67,52,2
67,45,68,52,2
70,41,0,0,6
70,41,71,42,6
70,43,0,0,6
70,43,71,44,6
69,27,70,33,0
70,28,71,29,0
70,29,71,30,0
70,30,71,31,0
70,27,71,28,0
70,27,78,30,0
76,27,80,51,0
76,50,80,75,0
77,71,102,74,0
76,74,80,80,0
75,66,81,81,3
76,65,80,80,0
78,71,85,74,0
76,79,80,99,0
75,80,81,105,3
76,80,80,104,0
1000.0,1000.0,0,0,-1
49,44,50,45,1
67,44,68,45,1
49,45,50,52,2
67,45,67,52,2
67,45,68,52,2
70,41,0,0,6
70,41,71,42,6
70,43,0,0,6
70,43,71,44,6
69,27,70,33,0
70,28,71,29,0
70,29,71,30,0
70,30,71,31,0
70,27,71,28,0
70,27,78,30,0
76,27,80,51,0
76,50,80,75,0
77,71,102,74,0
76,74,80,80,0
75,66,81,81,3
76,65,80,80,0
78,71,85,74,0
76,79,80,99,0
75,80,81,105,3
76,80,80,104,0
1000.0,1000.0,0,0,-1
1000.0,1000.0,0,0,-1
88,73,0,0,6
88,73,89,74,6
1000.0,1000.0,0,0,-1
88,73,0,0,6
88,73,89,74,6
101,71,132,74,0
94,73,98,94,0
111,73,115,94,0
128,73,132,95,0
98,74,110,75,2
110,74,111,75,2
115,74,128,75,2
115,70,127,71,2
127,70,128,71,2
115,70,116,71,1
116,70,117,71,1
117,74,118,75,1
118,74,119,75,1
119,70,120,71,1
120,70,121,71,1
121,74,122,75,1
122,74,123,75,1
123,70,124,71,1
124,70,125,71,1
125,74,126,75,1
126,74,126,74,1
126,74,127,75,1
127,70,128,71,1
114,69,115,70,1
115,70,128,71,2
115,74,128,75,2
130,73,131,74,5
94,93,98,116,0
63,112,97,116,0
62,114,63,115,0
62,114,63,115,1
63,112,67,139,0
63,136,102,140,0
74,131,121,157,0
119,131,153,157,0
152,131,175,157,0
111,94,115,114,0
111,114,115,128,0
93,124,114,128,0
92,123,93,129,1
93,126,97,134,0
1000.0,1000.0,0,0,-1
88,73,0,0,6
88,73,89,74,6
101,71,132,74,0
94,73,98,94,0
111,73,115,94,0
128,73,132,95,0
98,74,110,75,2
110,74,111,75,2
115,74,128,75,2
115,70,127,71,2
127,70,128,71,2
115,70,116,71,1
116,70,117,71,1
117,74,118,75,1
118,74,119,75,1
119,70,120,71,1
120,70,121,71,1
121,74,122,75,1
122,74,123,75,1
123,70,124,71,1
124,70,125,71,1
125,74,126,75,1
126,74,126,74,1
126,74,127,75,1
127,70,128,71,1
114,69,115,70,1
115,70,128,71,2
115,74,128,75,2
130,73,131,74,5
94,93,98,116,0
63,112,97,116,0
62,114,63,115,0
62,114,63,115,1
63,112,67,139,0
63,136,102,140,0
74,131,121,157,0
119,131,153,157,0
152,131,175,157,0
111,94,115,114,0
111,114,115,128,0
93,124,114,128,0
92,123,93,129,1
93,126,97,134,0
90,122,94,130,1
93,130,93,130,1
93,130,94,131,1
94,127,98,133,0
174,136,189,140,0
185,120,189,136,0
185,112,189,120,0
146,112,188,116,0
127,112,146,116,0
128,94,132,114,0
125,110,127,117,1
127,112,128,113,1
127,113,128,114,1
127,114,128,115,1
127,115,128,116,1
71,138,0,0,6
71,138,72,139,6
113,121,0,0,6
113,121,114,122,6
94,116,95,117,2
95,116,96,117,2
96,116,96,116,2
97,116,98,117,2
96,116,97,117,2
62,112,62,112,2
62,112,63,113,3
62,113,63,114,3
62,114,63,115,3
62,115,63,116,3
63,140,64,141,2
64,140,65,141,2
65,140,66,141,2
66,140,67,141,2
63,111,64,112,2
64,111,65,112,2
65,111,65,111,2
66,111,67,112,2
65,111,66,112,2
98,112,99,113,3
98,113,99,114,3
98,114,99,115,3
98,115,99,116,3
62,136,63,137,3
62,137,62,137,3
62,138,63,139,3
62,137,63,138,3
62,139,63,140,3
94,123,98,124,3
93,123,94,130,2
93,130,94,131,2
94,123,95,124,1
95,123,96,124,1
96,123,97,124,1
97,123,98,124,1
94,123,95,124,2
98,123,99,124,2
99,123,100,124,2
97,123,98,124,2
98,128,99,129,2
98,129,99,130,2
98,130,99,131,2
100,123,101,124,2
101,123,102,124,2
102,123,103,124,2
104,123,105,124,2
103,123,104,124,2
105,123,106,124,2
106,123,107,124,2
107,123,108,124,2
108,123,109,124,2
109,123,110,124,2
110,123,110,123,2
110,123,111,124,2
95,123,96,124,2
96,123,97,124,2
74,130,93,130,2
74,129,87,130,2
74,130,94,131,2
72,127,90,130,1
98,130,130,131,2
129,130,175,131,2
73,130,74,136,2
73,140,74,157,2
74,157,118,158,3
118,157,169,158,3
169,157,175,157,3
174,157,175,158,3
173,157,174,158,3
172,157,173,158,3
171,157,172,158,3
170,157,171,158,3
170,157,171,158,3
169,157,170,158,3
175,147,176,157,2
175,140,176,148,2
175,130,176,136,2
175,135,175,135,1
175,140,176,141,1
175,135,176,136,1
179,138,0,0,6
179,138,180,139,6
132,106,132,110,2
131,103,133,111,2
130,102,131,112,0
129,101,132,112,0
126,94,128,103,2
125,92,127,105,0
124,89,126,107,1
124,90,127,105,1
132,94,133,95,2
132,93,133,94,2
132,92,133,93,2
132,91,133,92,2
132,90,133,91,2
132,89,133,90,2
132,88,133,89,2
132,87,133,88,2
127,86,128,87,2
127,85,128,86,2
127,84,128,85,2
127,83,128,84,2
127,82,128,83,2
127,81,128,82,2
127,80,128,81,2
127,79,128,80,2
127,94,128,95,1
132,79,133,80,3
132,80,133,81,3
132,82,132,82,3
132,83,133,84,3
132,81,133,82,3
132,82,133,83,3
132,84,133,85,3
132,85,132,85,3
132,86,133,87,3
132,85,133,86,3
127,75,128,79,2
132,70,132,79,2
132,70,133,79,2
128,70,129,71,3
129,70,130,71,3
130,70,131,71,3
131,70,132,71,3
127,87,127,89,3
185,140,189,141,3
189,112,190,116,3
128,116,132,117,3
128,116,129,117,1
130,116,131,117,1
129,116,130,117,1
131,116,132,117,1
73,157,118,158,2
118,157,169,158,2
176,156,177,157,2
175,157,176,158,2
174,157,175,158,2
173,157,174,158,2
172,157,172,157,2
171,157,172,158,2
170,157,171,158,2
169,157,170,158,2
172,157,173,158,2
176,156,177,157,1
79,135,80,136,3
77,148,78,149,3
78,148,79,149,3
76,147,79,150,0
77,154,78,155,3
78,154,79,155,3
84,152,85,153,3
90,148,91,149,3
90,142,91,143,3
96,137,97,138,3
96,154,97,155,3
95,137,96,138,3
95,154,96,155,3
88,140,91,143,0
97,143,98,144,3
105,151,106,152,3
112,147,113,148,3
120,151,121,152,3
128,147,129,148,3
96,140,99,143,0
96,141,99,145,0
104,136,104,136,3
102,136,103,137,3
108,134,109,135,3
114,134,115,135,3
120,134,121,135,3
126,133,127,134,3
132,134,133,135,3
100,133,134,138,0
101,133,102,134,1
105,134,106,135,1
109,133,110,134,1
113,134,114,135,1
117,133,118,134,1
121,134,122,135,1
125,133,126,134,1
128,134,129,135,1
132,133,133,134,1
136,134,137,135,1
140,135,141,136,1
144,136,145,137,1
148,137,149,138,1
152,138,153,139,1
156,139,157,140,1
160,138,161,139,1
164,136,165,137,1
168,134,169,135,1
167,133,169,137,0
83,147,84,148,3
84,150,85,154,0
97,154,98,155,3
98,154,99,155,3
105,148,106,149,3
112,144,113,145,3
120,148,121,149,3
105,151,106,152,0
112,147,113,148,0
120,151,121,152,0
112,144,113,145,0
112,144,113,145,3
137,149,138,150,3
146,150,147,151,3
157,149,158,150,3
151,146,152,147,3
154,142,155,143,3
155,147,159,151,0
1000.0,1000.0,0,0,-1
71,139,0,0,6
71,139,72,140,6
1000.0,1000.0,0,0,-1
71,139,0,0,6
71,139,72,140,6
79,135,80,136,1
83,147,84,148,1
90,148,91,149,1
77,154,78,155,1
78,154,79,155,1
95,154,96,155,1
96,154,97,155,1
97,154,98,155,1
98,154,99,155,1
105,148,106,149,1
112,144,113,145,1
120,148,121,149,1
128,147,129,148,1
137,149,138,150,1
146,150,147,151,1
151,146,151,146,1
154,142,155,143,1
151,146,152,147,1
164,136,165,137,3
160,138,161,139,3
156,139,156,139,3
156,139,157,140,3
148,137,149,138,3
101,133,102,134,3
109,133,110,134,3
117,133,118,134,3
125,133,126,134,3
132,133,133,134,3
140,135,141,136,3
105,134,106,135,0
113,134,114,135,0
121,134,122,135,0
128,134,129,135,0
136,134,137,135,0
144,136,145,137,0
152,138,153,139,0
1000.0,1000.0,0,0,-1
90,141,91,142,1
88,146,92,149,0
102,133,103,134,3
110,133,111,134,3
118,133,119,134,3
103,133,104,134,3
111,133,111,133,3
111,133,112,134,3
110,133,111,134,3
110,134,111,135,3
110,134,111,135,0
99,130,151,131,3
151,130,175,131,3
100,132,143,137,0
142,134,168,140,0
157,137,158,138,1
162,134,163,135,1
169,134,170,135,1
156,146,156,146,1
156,146,157,147,1
149,141,150,142,1
151,146,152,147,0
154,142,155,143,0
74,130,93,131,3
1000.0,1000.0,0,0,-1
70,42,71,43,1
70,42,71,43,0
70,43,0,0,5
70,43,71,44,5
83,72,0,0,5
83,72,84,73,5
83,72,0,0,6
83,72,84,73,0
83,73,0,0,5
83,73,84,74,5
1000.0,1000.0,0,0,-1
70,42,71,43,1
70,42,71,43,0
70,43,0,0,5
70,43,71,44,5
83,72,0,0,5
83,72,84,73,5
83,72,0,0,6
83,72,84,73,0
83,73,0,0,5
83,73,84,74,5
105,127,0,0,5
105,127,106,128,5
70,139,0,0,5
70,139,71,140,5
1000.0,1000.0,0,0,-1
70,42,71,43,1
70,42,71,43,0
70,43,0,0,5
70,43,71,44,5
83,72,0,0,5
83,72,84,73,5
83,72,0,0,6
83,72,84,73,0
83,73,0,0,5
83,73,84,74,5
105,127,0,0,5
105,127,106,128,5
70,139,0,0,5
70,139,71,140,5
177,138,0,0,5
177,138,178,139,5
1000.0,1000.0,0,0,-1
137,72,138,73,0
130,73,0,0,6
130,73,130,73,0
129,73,130,74,0
1000.0,1000.0,0,0,-1
137,72,138,73,0
130,73,0,0,6
130,73,130,73,0
129,73,130,74,0
137,71,138,74,1
1000.0,1000.0,0,0,-1
73,130,94,131,2
256.0,256.0,0,0,-1
256.0,256.0,0,0,-1
8,47,0,0,-2
32,23,0,0,4
99,32,0,0,-3
130,73,0,0,7
TheCreator,0,0,0,-4

